Date,Open,High,Low,Close,Volume,ma_10,ma_50,ma_200,rsi_14,bb_mid,bb_std,bb_upper,bb_lower,momentum_20,volatility_20
2000-10-16,9.677478368175096,10.198779009491734,9.664111889023811,10.118578910827637,21294900,9.768372917175293,10.59935552597046,11.723615674972534,49.738144326718164,10.084494686126709,0.396767800092286,10.878030286311281,9.290959085942136,-0.07457221169508288,0.3895270680769489
2000-10-17,10.172045701429616,10.252245797336082,9.77104522189728,9.837878227233888,18806700,9.77238302230835,10.560586891174317,11.701606969833374,41.50003545618467,10.043057870864867,0.3754775924157175,10.794013055696302,9.292102686033433,-0.07769440835365549,0.39203274133840044
2000-10-18,9.824514755198326,10.051748633767808,9.597280876628842,9.998281478881836,18445200,9.785750007629394,10.51434471130371,11.683064365386963,42.92686385240246,10.02434458732605,0.3674322727812676,10.759209132888586,9.289480041763515,-0.03608233015250262,0.3875813505888236
2000-10-19,9.958180497851115,10.252247986897276,9.86461390327005,10.22551441192627,18908700,9.823176288604737,10.48973747253418,11.667056579589843,48.837273890358276,10.000952816009521,0.3361610516117136,10.673274919232949,9.328630712786094,-0.043750128201812344,0.37947429522353643
2000-10-20,10.025011178343316,10.118577745381812,9.851244521878073,9.95817756652832,21459600,9.845899295806884,10.470999164581299,11.648979454040527,51.21947628116378,9.958847856521606,0.2785805381035926,10.516008932728791,9.40168678031442,-0.07797014916938405,0.38599400626463837
2000-10-23,9.95817871349944,10.2255125796725,9.74431198768791,10.118578910827637,18093900,9.892682743072509,10.450662174224853,11.62657597064972,55.7143004823773,9.94080286026001,0.2536553985486993,10.448113657357409,9.433492063162612,-0.034438728383141326,0.3793696390327282
2000-10-24,10.1720451822367,10.372546023647246,10.105211568433184,10.34581184387207,17741400,9.93545618057251,10.431665287017822,11.606640682220458,58.10809437061112,9.95149598121643,0.26632870213347215,10.484153385483374,9.418838576949486,0.02110772667361882,0.3689930433558427
2000-10-25,10.359174989494589,10.359174989494589,9.757675070740396,9.824508666992188,25172100,9.948822402954102,10.407850284576416,11.585164513587952,49.61524805432818,9.928104209899903,0.25512570865966566,10.438355627219234,9.417852792580572,-0.04545470128948359,0.4072879984181532
2000-10-26,9.811149157598464,9.824515641586729,9.276481231770038,9.28984832763672,44886300,9.934119319915771,10.380284881591797,11.562280521392822,44.32991570480493,9.873300933837891,0.26895571358433296,10.411212361006557,9.335389506669225,-0.10553385452535313,0.4449795027041074
2000-10-27,9.289845420250863,9.43687853374098,9.24974536895752,9.24974536895752,37664400,9.896692371368408,10.351650409698486,11.53912941455841,44.79168611596656,9.821170997619628,0.2840756116454787,10.389322220910586,9.25301977432867,-0.1012984714572096,0.4447563992670566
2000-10-30,9.276476019064765,9.396776142994472,9.223009501277586,9.35667610168457,39616800,9.820502090454102,10.321416110992432,11.517179002761841,42.391292385681226,9.794437503814697,0.3017333692440268,10.39790424230275,9.190970765326643,-0.05405430942356548,0.4294071022239106
2000-10-31,9.450244478308964,9.797777806080564,9.410144431883152,9.704211235046388,44089800,9.807135391235352,10.30614356994629,11.495833992958069,50.17541346587577,9.789759206771851,0.3024034768225931,10.394566160417037,9.184952253126665,-0.009549711039259834,0.45062065222634073
2000-11-01,9.944816619995608,10.278983029291917,9.864616485963383,9.98491668701172,69816600,9.80579891204834,10.29595115661621,11.477490959167481,57.14288889662987,9.795774459838867,0.3051547739463507,10.406084007731568,9.185464911946166,0.0121956206595355,0.4618126936177015
2000-11-02,9.837878516261648,10.69334725086046,9.730945459830211,10.35917854309082,62551500,9.819165325164795,10.293243980407714,11.46175187587738,59.13616398835534,9.821170806884766,0.33012886192329594,10.481428530731357,9.160913083038174,0.05155963540774233,0.4794158766538359
2000-11-03,10.359182094594512,10.506216474322388,10.011649236106374,10.131949424743652,24775500,9.836542510986328,10.284656982421875,11.44587571144104,50.17798680798579,9.841220903396607,0.3364770438591612,10.51417499111493,9.168266815678285,0.04120892959942335,0.48470800721180074
2000-11-06,10.3324469522107,10.559678935436333,10.065112471783888,10.47947883605957,21829500,9.872632503509521,10.278480911254883,11.435000643730163,58.391618732091715,9.882657623291015,0.3618571315581359,10.606371886407286,9.158943360174744,0.08587258767420125,0.4956429532366682
