Date,Open,High,Low,Close,Volume
2000-01-03,11.81095514250641,11.822322884694543,11.276676772098506,11.3676176071167,3401096
2000-01-04,11.117531390492976,11.35625068624808,10.731031435604175,10.901546478271484,5350163
2000-01-05,10.90154705748614,10.95838467307047,10.640092261819003,10.685562133789062,6204409
2000-01-06,10.640098913062868,11.242583086316563,10.344540701796207,11.197112083435059,9770125
2000-01-07,11.197100663837105,11.765481005255062,11.026586781909035,11.640438079833984,6348055
2000-01-10,11.640445567307626,11.867797188622045,11.583606835113555,11.754120826721191,3909258
2000-01-11,11.708649229834153,11.72001697460924,11.447194407468505,11.48129653930664,3511690
2000-01-12,11.492665770128863,11.913267971244148,11.48129802388388,11.742753982543945,4023666
2000-01-13,11.674537098540505,11.981462666103694,11.64043499269101,11.867786407470703,3347070
2000-01-14,11.867783523820286,11.867783523820286,11.458550635658295,11.606328964233398,4831831
2000-01-18,11.458555938267132,11.538129006053138,10.947013213233486,11.413084983825684,7745739
2000-01-19,11.344880954299706,11.549496965267085,10.99248432446813,11.037955284118652,5754087
2000-01-20,11.106158020624573,11.151627867141771,10.56051214501341,10.787864685058594,6102078
2000-01-21,10.82197224584274,11.094794742044437,10.560516388973461,11.026589393615723,7201984
2000-01-24,11.36761947979539,11.594972156037933,10.821974379797757,10.912915229797363,8651152
2000-01-25,10.799236147388674,10.844707112076986,10.185384739017142,10.344532012939453,8228160
2000-01-26,10.34453037136996,10.549146372536592,10.07170683150791,10.367264747619629,7009397
2000-01-27,10.367267459776896,10.435472811342153,9.821622442281049,10.037606239318848,6155468
2000-01-28,9.992136701403961,10.0262399295528,9.366917466930147,9.503329277038574,11385821
2000-01-31,9.571533485602243,9.7761506250387,9.514694778821674,9.628372192382812,6506637
2000-02-01,9.730681734264342,9.821622571712085,9.560166699373784,9.76478385925293,8373394
2000-02-02,9.79889096578565,9.912567333217773,9.673846851361581,9.776155471801758,4869014
2000-02-03,9.867091453400814,9.889826936113042,9.366916346165786,9.628372192382812,7058338
2000-02-04,9.63973789747288,9.730679819512456,9.09409298015556,9.344181060791016,10730199
2000-02-07,9.310079574584961,9.457858020458461,9.150932835095144,9.310079574584961,11746524
2000-02-08,9.275976181030273,9.389652500232403,9.082726769132716,9.275976181030273,7658344
2000-02-09,9.435121459221515,9.56016550856939,9.18503446301253,9.207769393920898,8769055
2000-02-10,9.230506196666843,9.401020683470085,9.048624518404822,9.116829872131348,5535440
2000-02-11,9.116827238315523,9.287341675857808,8.650755434604553,8.798534393310547,6336932
2000-02-14,8.878110192116926,9.366917624716296,8.878110192116926,9.150933265686035,7424444
2000-02-15,9.207770105279517,9.61700495692338,9.025888438987513,9.537430763244629,10315788
2000-02-16,9.619592727146115,9.83640458184841,9.494069899680357,9.516892433166504,6143392
2000-02-17,9.859222269905539,9.973332667839292,9.494065233711995,9.882044792175293,6334072
2000-02-18,9.904868782142955,9.950513838546215,9.47124517314319,9.562535285949707,4666893
2000-02-22,9.790757174190807,9.93910249967766,9.368544832467984,9.767935752868652,4588714
2000-02-23,9.767937465299768,9.927692976100772,9.63100337982178,9.631003379821777,5782371
2000-02-24,9.653825821460195,9.69946977838682,9.163146367574138,9.288668632507324,7706650
2000-02-25,9.220201387012601,9.334312930025385,9.106090397353757,9.140323638916016,6911514
2000-02-28,9.265842162539595,9.448420668513318,9.128908698074593,9.322897911071777,11246306
2000-02-29,9.49407156190595,9.49407156190595,9.22020443224758,9.300082206726074,5150902
2000-03-01,9.300082364529334,9.334316171333102,8.900692378651794,9.277259826660156,5820189
2000-03-02,9.265849111079701,9.379961247071456,9.060448483673637,9.277259826660156,5262132
2000-03-03,9.231610121670235,9.665233644924315,9.128909871778879,9.459833145141602,5078444
2000-03-06,9.551120230540242,9.619587795900467,8.991975087009985,9.12890911102295,5253552
2000-03-07,9.151733508456646,9.41418981189511,8.900688468940265,9.220200538635254,5278022
2000-03-08,9.2202027179691,9.2202027179691,8.94633508587581,8.991979598999023,5309485
2000-03-09,8.855045366627781,8.94633382667125,8.489888206330248,8.775166511535645,7058656
2000-03-10,8.729524086700732,9.037624975879867,8.569768008605546,8.923513412475586,6406212
2000-03-13,8.855043536666214,9.02620970972115,8.797987223391521,8.946331977844238,4731724
2000-03-14,9.049033274733356,9.243022548740688,9.049033274733356,9.117500305175781,7657391
2000-03-15,9.140326146763842,10.133095404642718,9.014803304339061,9.836405754089355,9841630
2000-03-16,10.018978201954177,10.578124491348188,9.904866691736878,10.406956672668457,10592910
2000-03-17,10.224383796108183,10.658007529764403,9.893460362175379,9.97333812713623,8560579
2000-03-20,9.973334761904834,10.555303668439963,9.847813076480861,10.24720287322998,5574530
2000-03-21,10.178740511409035,10.555307933246148,10.087450366276947,10.361318588256836,5469338
2000-03-22,10.498248220640686,10.635182287649227,10.110269655275626,10.190147399902344,8359729
2000-03-23,10.201554959584488,10.658000946044922,10.041799528347795,10.658000946044922,5560864
2000-03-24,10.498247989757207,10.772115011043416,10.315669975566403,10.418370246887207,5240840
2000-03-27,10.74929508808896,10.74929508808896,10.406960433718167,10.486839294433594,4734584
2000-03-28,10.406961076561577,10.635184193572902,10.406961076561577,10.555306434631348,3827583
2000-03-29,10.475430171293612,10.635186835571584,10.281441912363762,10.521075248718262,3656607
2000-03-30,10.49825000479963,11.319852333065064,10.49825000479963,11.205741882324219,6609287
2000-03-31,10.954694259709349,11.776296439858331,10.909049202275373,11.536662101745605,8862489
2000-04-03,11.5366648439869,11.662187675059027,10.90905179533435,11.297030448913574,6804734
2000-04-04,11.502429415377945,11.662184902981215,10.874815409199892,11.536662101745605,4932256
2000-04-05,11.365496893198687,11.456785913755708,11.04598476789513,11.137273788452148,4320809
2000-04-06,11.148679869171705,11.433958064069598,11.091623566167652,11.228557586669922,3677264
2000-04-07,11.228560479391057,11.297026953926915,10.954693474539884,11.125860214233398,3918792
2000-04-10,11.125860691405254,11.685007095336916,11.091626899315216,11.685007095336914,5824003
2000-04-11,11.479606416316866,12.004519021761679,11.445372624644016,11.730650901794434,7272853
2000-04-12,11.707829480720312,11.913228910634079,11.707829480720312,11.730650901794434,7556013
2000-04-13,11.707834723938246,11.81053393153389,11.1030441071161,11.11445426940918,7534085
2000-04-14,10.42978169553506,10.77211520151911,10.23579241368868,10.270026206970215,8042882
2000-04-17,10.58954042404106,10.897641337716948,10.52107392323803,10.874818801879883,4419009
2000-04-18,10.726472099338716,11.023161677799887,10.3727261942266,10.60094928741455,4291571
2000-04-19,10.794934372196307,11.399724558446694,10.726467913640173,11.160091400146484,4810539
2000-04-20,10.95469446499374,11.79911808297588,10.931871935849072,11.696417808532715,7115542
2000-04-24,11.867586286127093,12.072986845670068,11.685008256912871,11.84476375579834,8239918
2000-04-25,11.867590830874576,11.99311368904436,11.559489873571462,11.787713050842285,5261179
2000-04-26,11.719239000350376,11.776295316701132,11.068804740905762,11.068804740905762,5925699
2000-04-27,11.04598388192595,11.468196259830114,10.95469486869098,11.31985092163086,3638492
2000-04-28,11.31985212362753,11.479608743783372,11.091629012952328,11.354085922241211,2216973
2000-05-01,11.217150643403034,11.616540491321482,11.13727289516092,11.31985092163086,3667094
2000-05-02,11.399727927105364,11.662184791424501,11.239972441030263,11.45678424835205,4782890
2000-05-03,11.182914338813035,11.354081044938404,11.057391571190918,11.194324493408203,2444518
2000-05-04,11.2171518905733,11.365497245266216,10.954696086680304,11.27420711517334,5121347
2000-05-05,11.319846663924467,12.038748341120513,11.251380206427333,11.924636840820312,5380672
2000-05-08,11.878997059354855,12.221330573277728,11.308439358303646,11.365495681762695,6002289
2000-05-09,11.388319017602683,11.593718476476921,11.239973672812035,11.411140441894531,3826948
2000-05-10,11.491021992093298,11.59372119223309,10.772118737449205,10.909052848815918,6842552
2000-05-11,11.251388691097928,11.77630154563258,11.205744720582217,11.593722343444824,4171761
2000-05-12,11.616539369592711,11.844762433996156,11.479606416316866,11.730650901794434,3846016
2000-05-15,11.593717534089551,11.867585670409884,11.593717534089551,11.696417808532715,3619424
2000-05-16,11.84476110717914,12.130039352373487,11.742060850372564,12.084395408630371,3461160
2000-05-17,12.04090446446552,12.04090446446552,11.834880253109016,11.93789291381836,3440503
2000-05-18,11.892108050864366,12.063793577537055,11.789096512848342,11.883523941040039,2936472
2000-05-19,11.628855402936214,11.697530499747641,11.285484359127153,11.422833442687988,3433829
2000-05-22,11.537296551838438,11.537296551838438,11.285489958713583,11.342718124389648,5487770
2000-05-23,11.434276795955418,11.434276795955418,11.068014097610016,11.136689186096191,5133741
2000-05-24,11.331262770019661,11.331262770019661,10.804759424915261,10.96500015258789,7510885
2000-05-25,10.965004526023325,10.965004526023325,10.701753303503153,10.873438835144043,5905995
2000-05-26,11.010791567188619,11.010791567188619,10.690310988113879,10.793322563171387,2667613
2000-05-30,10.747536601726976,10.907776298276152,10.575851053986831,10.804764747619629,5636183
2000-05-31,10.793325490010456,11.23970947299362,10.74754206198644,11.068022727966309,4507675
2000-06-01,10.804765045908768,11.331268664917635,10.633079493428868,11.296932220458984,5209695
2000-06-02,11.502951581551821,11.880660118032628,11.468614038212891,11.560179710388184,4972617
2000-06-05,11.193916362234143,11.274036181909795,10.942109946040052,11.12524127960205,3889554
2000-06-06,11.125244325449128,11.342713259865382,11.01078804318361,11.274039268493652,2998443
2000-06-07,11.28548864940116,11.399946077536812,10.965008072633818,10.987899780273438,3076622
2000-06-08,10.621629680793843,10.66741306974765,10.2553670094106,10.42705249786377,11416329
2000-06-09,10.53007050870509,10.86199695319253,10.507178800106821,10.747539520263672,6127184
2000-06-12,10.758983865993626,10.82765787209683,10.667418154501908,10.673140525817871,2804267
2000-06-13,10.758980341554508,10.77042619049932,10.438499901285681,10.472837448120117,4267418
2000-06-14,10.621633372464846,11.033679576013297,10.621633372464846,10.942113876342773,5128021
2000-06-15,10.953557360545073,11.308374231336256,10.79331769826427,10.919220924377441,3457028
2000-06-16,10.827655038060223,11.033678112507575,10.655969512708113,10.781872749328613,5740739
2000-06-19,10.850549604397617,10.861995457120262,10.312601186807312,10.507177352905273,6803780
2000-06-20,10.438506322418196,10.461398034389404,10.095135083100667,10.186700820922852,8663546
2000-06-21,10.461396434993109,10.518625706171601,10.140915846580986,10.415614128112793,4428543
2000-06-22,10.621631365653828,10.621631365653828,10.18669465190969,10.34693431854248,4195278
2000-06-23,10.346934866622368,10.484283952484446,10.22103163042063,10.449946403503418,2465810
2000-06-26,10.575849639705154,10.62163192828449,10.346934866622368,10.449946403503418,2383500
2000-06-27,10.43850000091293,10.644523063761934,10.312597881442299,10.34693431854248,4823568
2000-06-28,10.346936580031187,10.564405539465568,10.28970843231477,10.38985824584961,4080870
2000-06-29,10.266816749243075,10.278262600821144,9.923444532087684,9.980673789978027,5517644
2000-06-30,10.060791988762887,10.801902708785326,9.889106463410775,10.781872749328613,8059726
2000-07-03,10.530070976727698,10.541516831535558,10.140916353510592,10.381277084350586,2695897
2000-07-05,10.713206060507314,10.839108272847652,10.552965165613474,10.758988380432129,4492739
2000-07-06,10.758983667038057,10.82765767187134,10.552960542475898,10.564406394958496,3962330
2000-07-07,10.610194453097987,10.793325952922837,10.57585688060728,10.758988380432129,4541680
2000-07-10,10.770426200740625,10.90777416808503,10.667414670201335,10.861991882324219,4699944
2000-07-11,10.873442352137785,10.999345634093247,10.724647362542703,10.987899780273438,5405460
2000-07-12,10.839101767934544,11.056570709739605,10.667416228640919,11.033679008483887,6174854
2000-07-13,11.033677700632678,11.148135083282199,10.965003715067764,11.079461097717285,5045393
2000-07-14,11.171031288743102,11.308379315285572,11.05657385991608,11.193922996520996,2694626
2000-07-17,11.148140512278575,11.159586367123707,11.0336830738898,11.085188865661621,2327567
2000-07-18,11.033679551314611,11.033679551314611,10.690308455834323,10.804764747619629,3181496
2000-07-19,10.98789505203131,11.068014884230871,10.484283250982973,10.530065536499023,6564477
2000-07-20,10.530069058350563,10.621634770069388,10.415612751248782,10.507177352905273,6670940
2000-07-21,10.507181735625862,10.804770700356944,10.507181735625862,10.758988380432129,5604721
2000-07-24,10.73609658527775,10.89633635234432,10.690313160365774,10.816216468811035,2675876
2000-07-25,10.804765530362427,10.987898052622617,10.64452582220481,10.667417526245117,3711904
2000-07-26,10.713201591850547,10.713201591850547,10.427057493909093,10.507177352905273,4762869
2000-07-27,10.530065536499025,10.644522915382096,10.312597737689348,10.530065536499023,4938294
2000-07-28,10.53006332010282,10.575846706044224,10.312595567066344,10.5186185836792,3164335
2000-07-31,10.621631567881344,10.9421120173106,10.61018682867137,10.690306663513184,2525557
2000-08-01,10.82765418558418,10.896329278367773,10.736089615329963,10.850545883178711,4869967
2000-08-02,10.827652239708904,10.873435626670075,10.633075065247443,10.655966758728027,2790602
2000-08-03,10.655970600943276,10.690308153545217,10.404164101986673,10.461393356323242,3971864
2000-08-04,10.541513500413929,10.816211708872782,10.438501949757406,10.804764747619629,5454719
2000-08-07,10.896331051556341,11.171028137207031,10.736091362442304,11.171028137207031,4671342
2000-08-08,11.159583826267895,11.26259538635748,10.987898262806015,11.216813087463379,4082141
2000-08-09,11.308377758525726,11.308377758525726,11.05657233782085,11.148138046264648,3856185
2000-08-10,11.193922996520996,11.399946146397149,11.148139580965209,11.193922996520996,4483522
2000-08-11,11.2282527934884,11.2282527934884,11.022230875777492,11.12524127960205,3590822
2000-08-14,11.03368266419978,11.171031807178927,11.010792065422006,11.159585952758789,2162947
2000-08-15,11.171028463179727,11.216811867155212,10.942113663426642,10.999342918395996,3820274
2000-08-16,11.171029962147225,11.193921667206654,11.022236099385559,11.10235595703125,2483289
2000-08-17,11.148135719458613,11.514399586850594,11.0336783302775,11.445724487304688,5713726
2000-08-18,11.525844625274194,11.525844625274194,11.26259231567383,11.262592315673828,2451191
2000-08-21,11.377052206640196,11.674641019183746,11.354160503353254,11.628857612609863,4603969
2000-08-22,11.674643516540527,11.766209239213152,11.457174508919618,11.674643516540527,4831831
2000-08-23,11.665458859155496,11.826204022030002,11.45878841584158,11.7745361328125,5125161
2000-08-24,11.780274849075937,11.941018860474948,11.504712095883587,11.619529724121094,4846768
2000-08-25,11.688419855641266,11.745829226537936,11.493230221704252,11.619529724121094,2663482
2000-08-28,11.60804370276115,11.75730690020972,11.481744245467041,11.722861289978027,3427791
2000-08-29,11.676933889066495,11.676933889066495,11.45878060403054,11.49322509765625,2841768
2000-08-30,11.481747924028275,11.481747924028275,11.114332418064794,11.206186294555664,3267937
2000-08-31,11.206186579726115,11.504711964307141,11.194704705678095,11.470266342163086,4003327
2000-09-01,11.516194952337514,11.527676827496196,11.309523426593106,11.38989543914795,2256380
2000-09-05,11.229148643958325,11.389892629414629,11.20618489930581,11.25211238861084,2836047
2000-09-06,11.240628314511492,11.780270640364181,11.22914644443426,11.722861289978027,6319771
2000-09-07,11.91805676539934,12.044356285336558,11.59656758444823,11.665457725524902,7694256
2000-09-08,11.642488836706912,11.642488836706912,11.183218506627826,11.366926193237305,5216369
2000-09-11,11.366930286212568,11.631011155164224,11.34396653872881,11.550639152526855,4664668
2000-09-12,11.412857781180087,11.573602900010615,11.2865582835752,11.550639152526855,4704393
2000-09-13,11.562116622924803,11.619524856214925,11.458780912158293,11.562116622924805,5041579
2000-09-14,11.75731086730957,11.826200997462127,11.722865245455388,11.75731086730957,8179854
2000-09-15,11.941022130628728,12.365847137382815,11.699904933942317,11.745832443237305,16632063
2000-09-18,11.849163276611513,11.941017143281185,11.59656430810316,11.826199531555176,7687900
2000-09-19,11.918050181659964,11.918050181659964,11.309517783238014,11.504707336425781,9907415
2000-09-20,11.573604946459998,11.73434898015756,10.838771578380904,11.665457725524902,16404518
2000-09-21,11.298042988354362,11.585086563160699,11.252116595434504,11.435824394226074,7242344
2000-09-22,11.527677153855887,12.078801609295816,11.240633607430157,12.03287410736084,12751407
2000-09-25,12.124727954252762,12.492143514192925,12.101764203367514,12.2625093460083,8637804
2000-09-26,12.33139705657959,12.538068546733319,12.239543184684125,12.33139705657959,5933008
2000-09-27,12.365848136594364,12.85956333362902,12.25103046763529,12.641409873962402,9919491
2000-09-28,12.767695602925414,13.38770967614058,12.67584067632611,13.135110855102539,10719712
2000-09-29,13.04325707460372,13.158074619584319,12.606950626388446,12.744731903076172,5851651
2000-10-02,12.652885429270006,12.813629417351427,12.400286461078434,12.538067817687988,6009916
2000-10-03,12.62992749981139,13.341796128561967,12.572518110807856,12.974380493164062,5761078
2000-10-04,12.9973379922394,13.226973230275872,12.89400224647856,12.96289348602295,5348574
2000-10-05,12.916959619240085,13.399192490318772,12.9054788652035,13.364748001098633,5243382
2000-10-06,13.387717684100659,13.399198443237848,13.12363683927584,13.226972579956055,5167428
2000-10-09,13.181043692543932,13.376233264039605,12.767700808540042,12.871036529541016,4289664
2000-10-10,12.916964126083242,13.295862548147332,12.836592138453495,13.192526817321777,5977818
2000-10-11,13.135110855102539,13.38770967614058,13.031775176233346,13.135110855102539,7166390
2000-10-12,13.112158229343924,13.1925313581937,12.388807864587697,12.492143630981445,7409507
2000-10-13,12.446220752799206,12.894008457766839,12.423256995222333,12.802154541015625,5623471
2000-10-16,12.825109072881244,13.28437943981856,12.779182704320798,13.238451957702637,5026960
2000-10-17,13.284388995904845,13.307352753481718,12.802154541015625,12.802154541015625,4155871
2000-10-18,12.77918080741305,12.928442875022778,12.457691820988998,12.561027526855469,8593630
2000-10-19,12.354361631447212,12.6988133957658,11.75731086730957,11.75731086730957,8704542
2000-10-20,11.321008140236993,12.34288415001251,10.999518895855587,11.941022872924805,54523993
2000-10-23,12.05583816110867,12.12472830218534,11.573604946459998,11.665457725524902,16488100
2000-10-24,11.757312323407543,11.895092600776213,11.642494683229685,11.883610725402832,11852669
2000-10-25,11.906573001566077,12.009908753572814,11.665455875698417,11.75731086730957,10445133
2000-10-26,11.849163949706046,12.354360801864908,11.82620020334525,12.21657943725586,6841916
2000-10-27,12.308428337900775,12.400282172689446,12.055830570620747,12.354355812072754,5466796
2000-10-30,12.400285534030187,12.859555946023091,12.388803662374807,12.652884483337402,5975593
2000-10-31,12.675852871756774,12.882525541889839,12.377328527319026,12.825116157531738,7522326
2000-11-01,12.710298939496154,12.802152844072001,12.4806647348346,12.606963157653809,4221337
2000-11-02,12.652888524815571,12.779188039810697,12.492143383851973,12.629924774169922,2740707
2000-11-03,12.538068546733319,12.641404291810183,12.044353567711797,12.33139705657959,4449200
2000-11-06,12.434736798121033,12.8595617881466,12.411773044377794,12.825116157531738,3990932
2000-11-07,12.813630082134832,12.813630082134832,12.40028710441721,12.503623962402344,3379803
2000-11-08,12.503621756286874,12.572510755677529,12.331394803588113,12.434730529785156,4841683
2000-11-09,12.48066234588623,12.618442619599142,12.27398970820503,12.48066234588623,3853007
2000-11-10,12.457694510301627,12.561030238475762,11.975461483340846,12.15916919708252,4398988
2000-11-13,12.032876562059815,12.26251189146824,11.998430928581696,12.136212348937988,3917521
2000-11-14,12.159173202139595,12.46918048877395,12.159173202139595,12.3658447265625,4207990
2000-11-15,12.39579963619898,12.499481988662337,12.292117283735625,12.361238479614258,4348457
2000-11-16,12.453396236475685,12.695322016200164,12.372754682331003,12.637720108032227,3991250
2000-11-17,12.706841665832851,12.937245933360453,12.637719380013241,12.787483215332031,4199409
2000-11-20,12.799000688323202,12.902682976205265,12.568595355854152,12.718358039855957,4068158
2000-11-21,12.85660554471336,13.213734035156188,12.729883577182795,12.902687072753906,7431117
2000-11-22,12.810524362730323,13.040928637190603,12.706842048171556,12.937246322631836,5952076
2000-11-24,12.902689678147276,13.259817123413086,12.902689678147276,13.259817123413086,2516340
2000-11-27,13.409576306813765,13.409576306813765,12.764441713628408,12.891164779663086,6649965
2000-11-28,12.891163163025004,12.891163163025004,12.568595906884417,12.603157043457031,5699425
2000-11-29,12.74140169145229,12.879645145801144,12.74140169145229,12.787483215332031,5098783
2000-11-30,12.764440082850248,13.225250766906944,12.695318927157807,13.052447319030762,7184505
2000-12-01,12.971811296603935,13.259817562683047,12.902690105586352,12.994852066040039,6554625
2000-12-04,12.994856441008439,13.432626738515289,12.845092506543581,13.375024795532227,10498841
2000-12-05,13.59390518965377,13.985593795776367,13.54782365138489,13.985593795776367,11460821
2000-12-06,13.997105358914668,14.227510670468739,13.847341571217518,13.893423080444336,8797975
2000-12-07,13.766716116915063,13.904959688673882,13.720635671189667,13.881918907165527,6502188
2000-12-08,14.008631305756277,14.20447556325376,13.755186256114428,13.789746284484863,9075732
2000-12-11,13.80126763140826,13.858869544870824,13.259815231312828,13.31741714477539,8501786
2000-12-12,13.386529445701715,13.812778853474205,13.317408312678266,13.547812461853027,9234632
2000-12-13,13.709100534142472,13.812782822112155,13.20220947265625,13.20220947265625,6453565
2000-12-14,13.225258828202685,13.455664310671896,12.902691376203961,13.121575355529785,4812763
2000-12-15,13.040933771852814,13.536305894348866,13.040933771852814,13.121575355529785,8663864
2000-12-18,13.282856550343373,13.7551877912616,13.190694602252384,13.605423927307129,5101961
2000-12-19,13.639986383035879,13.801269528317478,13.44414096763581,13.778228759765625,6552718
2000-12-20,13.4556590980376,13.732144899517357,13.409577572479105,13.513259887695312,7112046
2000-12-21,13.432619853042324,13.835828778077083,13.340457908802138,13.824308395385742,5796036
2000-12-22,13.778225358503677,14.100792686729314,13.778225358503677,14.008630752563477,6790750
2000-12-26,14.008629480678229,14.4233587054152,13.881906413721863,14.319676399230957,4664351
2000-12-27,14.273598462862386,14.699848175048828,14.008632999301119,14.699848175048828,4339877
2000-12-28,14.584648924302215,14.584648924302215,14.377284210586847,14.504007339477539,6341381
2000-12-29,14.56160352049833,14.653765454953088,14.423360060170987,14.492481231689453,4268372
2001-01-02,14.331197858297047,14.331197858297047,13.743665118127383,13.870387077331543,5387346
2001-01-03,13.778229880232832,14.054715773467278,13.490223601785605,13.84735107421875,7914491
2001-01-04,14.031665560423775,14.054705196219462,13.398051554308731,13.559335708618164,7748282
2001-01-05,13.639986095168432,13.639986095168432,13.098533632080489,13.110054016113281,6629308
2001-01-08,13.156131969888413,13.536301219866248,13.12157082426576,13.34045696258545,6004195
2001-01-09,13.559345332904407,13.582384985053405,12.948771646495956,13.017892837524414,6388416
2001-01-10,12.948769367777118,13.398058706332447,12.735643963901431,13.31741714477539,6035975
2001-01-11,13.467178562695633,13.651502433093832,13.421098153741294,13.616942405700684,5776651
2001-01-12,13.616941156890542,13.616941156890542,12.8105234598872,13.02940845489502,7496266
