Ticker,n_fast,n_slow,Train_Return[%],Train_Sharpe,Train_MaxDD[%],Train_Trades,Test_Return[%],Test_Sharpe,Test_MaxDD[%],Test_Trades
AVGO,5,200,46.648527256450215,0.17337074711432574,-34.072410972671804,54,68.78262738189045,0.38516151376569513,-34.206301048187946,16
AVGO,10,20,-50.75848414577283,-0.2983871375220181,-69.09635630755426,137,-8.323266180906467,-0.08284398798397517,-39.91324654774999,59
AVGO,10,30,0.49608378985401946,0.0020051258844508623,-48.62762650986782,99,56.92989068109755,0.35576920413514407,-35.57807529745926,42
AVGO,10,50,34.732609780247444,0.13011971879987252,-39.42579452446701,60,93.32296344624751,0.5116358296468999,-26.760069875365023,33
AVGO,10,100,73.42354948322848,0.23772633703790944,-46.878668710804085,44,96.95117531208297,0.4954195975359864,-31.76306209919575,18
AVGO,10,150,124.55300679453781,0.35488173838347387,-26.995834329339875,39,116.33640851389791,0.538798586011348,-32.08799495085002,18
AVGO,10,200,169.82727741923307,0.41267835570963196,-21.681572418970962,41,111.76772997592255,0.49680827208153083,-32.96589853637337,11
AVGO,20,30,246.72407483957463,0.5006283504026103,-29.149018415095384,91,81.5382528703786,0.47049847403598616,-29.39349404230658,48
AVGO,20,50,233.66561599516317,0.5140333059061141,-25.787146304957155,54,83.17466701463309,0.4813479414448632,-30.471173079777802,27
AVGO,20,100,236.09093337014625,0.5151565904430645,-22.116662355704484,39,184.31400058780264,0.7159875991894888,-22.249569300689977,14
AVGO,20,150,350.1585506230983,0.6203280752702037,-19.904449488430465,26,177.20771185958532,0.6998980024520944,-29.532250431228224,8
AVGO,20,200,369.1789540958275,0.6312538439789375,-18.54279017257372,30,210.0561412320686,0.7245427125859663,-31.646549524141577,7
AVGO,30,50,144.57408669194018,0.3957492659139611,-33.45425622204245,56,156.50166186685624,0.7000549829244467,-24.107430475858425,30
AVGO,30,100,143.01620055455498,0.36915386967143127,-30.858545181904795,33,190.22411942900405,0.714532535131124,-30.261964781145025,11
AVGO,30,150,339.2733492185174,0.5933016639342726,-28.30373410664655,25,211.32399120880407,0.7423184601772366,-22.77322480508912,8
AVGO,30,200,431.15527189034407,0.6818962181479403,-18.84868371255952,23,197.63943842965222,0.681587902916182,-30.786548310876316,7
AVGO,50,100,256.21673458084956,0.5200112040655605,-31.83119088992853,30,149.0723726035632,0.5999062700107424,-30.659422084671405,13
AVGO,50,150,331.34096398383974,0.5906278984755209,-32.38309022833422,22,169.10867197924395,0.6495713390542669,-27.400725878526956,8
AVGO,50,200,294.90768033669286,0.5348985373940405,-30.422998434991666,16,186.1631631739774,0.6673382181967914,-35.27803151921239,6
AVGO,100,150,283.2788634464438,0.5197071274838462,-28.763186162644406,23,244.31916422367496,0.7560132026479699,-29.29458714440519,10
AVGO,100,200,417.54157541126455,0.6248008929073922,-30.42275505874772,13,196.17036063266733,0.6679385336603071,-25.95648433164014,6
AVGO,150,200,594.5304801936308,0.7013506772552738,-30.423230702298497,18,190.32506664821435,0.6878440439711567,-26.55585489167579,8
AXP,5,10,-90.17716484619456,-0.6436627876260933,-91.49279408598561,438,-65.48477893044866,-0.7533258043122741,-72.92194884494947,178
AXP,5,20,-96.06486325949449,-0.8885043737449704,-96.51681788183365,253,-74.98985481810428,-1.0743891082718775,-78.51680481802322,112
AXP,5,30,-90.85356889344229,-0.6498396273711046,-91.96133553123495,210,-63.583654379648145,-0.7863445854854448,-72.53722185734239,84
AXP,5,50,-84.39375719147816,-0.5089432977340993,-88.77894960516556,164,-35.47493942260903,-0.3256611805988493,-57.26052514786281,54
AXP,5,100,-30.881906568251576,-0.10092755054674797,-58.125552205575715,109,-14.46433637580656,-0.1192733280492175,-42.379575392826354,38
AXP,5,150,-44.34343428777541,-0.1690966409270702,-57.52996271205477,93,8.054051754325501,0.05925779816456343,-25.541535295101358,37
AXP,5,200,-26.16623291965286,-0.08831190837010955,-57.94443286371973,79,2.365703435542855,0.01776145892190211,-32.66756976956932,34
AXP,10,20,-96.45364314245755,-0.9362160438200566,-96.79989883243168,226,-65.07111032401546,-0.7632367452660803,-71.2694800108421,97
AXP,10,30,-92.15956112803387,-0.6916708174503275,-92.98180591275205,169,-40.455990112724635,-0.366091420095403,-58.524754128941915,71
AXP,10,50,-82.95265490676815,-0.4887407102521094,-87.47180102490142,116,-21.490731056397514,-0.18910354994453207,-54.83631978473147,47
AXP,10,100,-38.37512197268778,-0.13445923604790821,-62.26349729709486,79,10.558485657840793,0.07672356755814873,-34.37287064263748,30
AXP,10,150,-1.70678654034984,-0.004990563227250315,-43.805609273127544,63,4.752410686457624,0.03506141162103547,-31.000751479782163,28
AXP,10,200,9.12582465110183,0.025299974931264377,-47.8548781231019,60,35.43778503180094,0.21743116720383332,-29.401959973770463,23
AXP,20,30,-59.864102466379855,-0.24221507402400416,-73.39725445532436,173,50.564112212113066,0.30246212919510485,-32.72345218943088,67
AXP,20,50,-18.98436578848854,-0.057106302688885044,-64.55804288577829,92,84.90521649595671,0.45481919886544864,-26.635108110655104,39
AXP,20,100,3.8634750737648575,0.01038426335712315,-55.7831678434398,55,62.57086554259308,0.3443457427014471,-23.327653278593306,25
AXP,20,150,29.00751192234469,0.07196909745124579,-40.955620829810925,45,44.17526155870091,0.2662557887145021,-28.51972587895174,19
AXP,20,200,46.38554843013964,0.10781565691849825,-47.33343224507699,41,67.98677045511947,0.3694388609606603,-33.512851952928635,17
AXP,30,50,92.40380469918404,0.17286751491919156,-36.87769288156919,98,81.74984677827048,0.4243395689298488,-29.273825786346574,43
AXP,30,100,53.02252089881948,0.11527801116643357,-54.16503213866095,48,77.14299525618539,0.38456510685983686,-23.920355776816006,23
AXP,30,150,68.72065157085537,0.1421353190105707,-54.82608646989051,39,68.16872814766623,0.3659005300194057,-31.634455848444286,16
