Ticker,year,Return[%],Sharpe,MaxDD[%],Trades
PFE,2019,14.981823090543148,1.4591574075166855,-7.2293557444287115,0
PFE,2020,0.6100181655102824,0.03420007874225997,-13.647775659917505,0
PFE,2021,63.21064678763258,1.499380574738865,-18.011064906014706,1
PFE,2022,0.0,,-0.0,0
PFE,2023,-26.289404092179304,-1.9718788447429354,-32.60303661163293,1
PFE,2024,-5.332973791163058,-0.3331436731081927,-19.761637559039237,1
PG,2018,13.74344345459218,0.8490396481053969,-9.557109497613014,0
PG,2019,39.907757803289826,1.7472935746483491,-6.083694621973168,0
PG,2020,12.363806745644052,1.0967807691663698,-6.0453025311839825,0
PG,2021,15.73759206698831,0.9908721800663911,-11.352110341150789,2
PG,2022,2.8760745551898617,0.2526851939564518,-17.153486832484532,1
PG,2023,-1.892062382916993,-0.13354188426228208,-9.76355763597283,1
PG,2024,14.4730624465017,0.8515408337982646,-8.84480831985467,0
PLD,2018,-3.9613189345555475,-0.1890709665499204,-17.84965949433557,0
PLD,2019,48.405198842396516,1.9094467521256009,-6.731497500521099,1
PLD,2020,5.42085972638628,0.27706369648554,-10.88960930479378,0
PLD,2021,69.45644502414751,2.249331625958887,-11.168703438461824,1
PLD,2022,-33.2441187840483,-1.4952881933146733,-46.12588565627663,2
PLD,2023,0.0,,-0.0,0
PLD,2024,-15.867779364657181,-1.1428713309579381,-22.12457987401225,1
RTX,2018,-17.390828234081745,-1.2852430607824241,-27.583055912675913,1
RTX,2019,46.51688594016999,1.9482519877859896,-10.92977986662148,1
RTX,2020,18.576129112083073,0.66980638252199,-16.789858929265467,0
RTX,2021,25.78670424314605,0.9033042980941586,-13.407288934646022,0
RTX,2022,15.909372098018832,0.5746407371720849,-20.594727527063338,1
RTX,2023,-14.66133265424285,-0.7232375008779576,-33.325414505631244,1
RTX,2024,25.6836448110452,1.4085262640852019,-9.49820941746834,1
SBUX,2018,20.288771510392888,0.8557095091044042,-12.353880399738715,1
SBUX,2019,43.58632491393379,1.6244699234317308,-17.165851539197917,1
SBUX,2020,39.1828127746184,1.853539243174755,-6.069783860246858,0
SBUX,2021,14.108696124990894,0.55684313277957,-15.444425008531692,0
SBUX,2022,13.129449702589735,0.5704156167441812,-9.57893524460729,0
SBUX,2023,-4.356132380359704,-0.20793738539684217,-19.44699228163197,1
SBUX,2024,-2.665608650266786,-0.19568103211715426,-14.631178680357259,0
SCHW,2018,-21.81973067998403,-1.76667598075804,-25.38832227581329,1
SCHW,2019,11.496883394005836,0.5704203757847517,-18.025684736487324,0
SCHW,2020,45.20276754712096,1.3936606438720147,-13.970642337460703,1
SCHW,2021,43.734206989427946,1.1312581748907804,-14.962399333785747,1
SCHW,2022,16.981623399392046,0.9016945415156012,-11.501735974140626,0
SCHW,2023,32.020090935521,0.9764479796465895,-25.85724864001283,1
SCHW,2024,32.22930071181285,1.203693115525407,-11.111114371284891,1
TMO,2018,6.6647213120568995,0.29530576613088694,-17.05100942309893,3
TMO,2019,45.181783230908984,1.5291788695947808,-8.509358045779713,1
TMO,2020,21.721042527463048,0.496215739091443,-24.21803608550658,1
TMO,2021,21.512077688116843,1.3486001868684847,-6.528416569097728,0
TMO,2022,-9.249698739055093,-0.4629374158897144,-18.493946145240436,2
TMO,2023,-1.4598212530749515,-0.11268648705468816,-21.871053447919518,1
TMO,2024,-1.075975037137923,-0.05787462928929384,-18.785772783077793,1
UNH,2018,-0.7065641101852816,-0.04369539178695081,-18.500580208690277,0
